ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(¯C),Water Temp(¯C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
615706701,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,David Factor,09-02-2024,2024,2,9,1706,United States,US-OH-055,Ohio,Geauga,Troy Wetlands,41.360468,-81.142097,Adult ? 1,Flying,Unspecified,,,,,,,,,S161053640,,,,,"Two pairs circling together, one to east one to west.",Buteo jamaicensis,erthaw1,Group,8316,,0,0,,1358,2048
615705577,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael O'Neill,01-02-2024,2024,2,1,1416,United States,US-OH-041,Ohio,Delaware,McCammon Creek Park--Red Fox Trail,40.1729588,-82.9664135,,,Unspecified,,,,,,,,,S160360989,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,3456,5184
615705555,Photo,Red-tailed Hawk,Buteo jamaicensis,,Michael O'Neill,01-02-2024,2024,2,1,1416,United States,US-OH-041,Ohio,Delaware,McCammon Creek Park--Red Fox Trail,40.1729588,-82.9664135,,,Unspecified,,,,,,,,,S160360989,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,3456,5184
615705390,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jef Blake,05-03-2024,2024,3,5,1616,United States,US-WA-071,Washington,Walla Walla,McNary NWR--Donangelo Overlook,46.197136,-118.943873,,,Unspecified,,,,,,,,,S163848810,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,1603,2400
615705331,Photo,Red-tailed Hawk,Buteo jamaicensis,,Elisa Shaw,20-02-2024,2024,2,20,1500,United States,US-RI-009,Rhode Island,Washington,Trustom Pond NWR,41.372185,-71.58563,,,Unspecified,,,,,,,,,S162595008,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,2400,3323
615705305,Photo,Red-tailed Hawk,Buteo jamaicensis,,David Telles,05-03-2024,2024,3,5,803,United States,US-CA-059,California,Orange,Chino Hills SP--Coal Canyon (ORA Co.),33.8669948,-117.688036,,,Unspecified,,,,,,,,,S163823544,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,1536,2048
615705198,Photo,Red-tailed Hawk,Buteo jamaicensis,,Ingrid Maksander,03-03-2024,2024,3,3,1300,Canada,CA-QC-VS,Quebec,Vaudreuil-Soulanges,Chemin des Prairies,45.4674703,-74.2332698,Adult Female ? 1,"Courtship, Display, or Copulation",Unspecified,,,,,,,,,S163869977,,,,,,Buteo jamaicensis,rethaw,Species,8312,,2,1,,4640,6960
615705197,Photo,Red-tailed Hawk,Buteo jamaicensis,,Ingrid Maksander,03-03-2024,2024,3,3,1300,Canada,CA-QC-VS,Quebec,Vaudreuil-Soulanges,Chemin des Prairies,45.4674703,-74.2332698,Adult Male ? 1,"Courtship, Display, or Copulation",Unspecified,,,,,,,,,S163869977,,,,,,Buteo jamaicensis,rethaw,Species,8312,,3,1,,2000,3000
615700782,Photo,Red-tailed Hawk,Buteo jamaicensis,,Mark Chappell,05-03-2024,2024,3,5,1130,United States,US-CA-053,California,Monterey,Big Sur coast--Grimes Pt.,36.2055508,-121.7354894,,,Unspecified,,,,,,,,,S163856974,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,1553,2234
615700783,Photo,Red-tailed Hawk,Buteo jamaicensis,,Mark Chappell,05-03-2024,2024,3,5,1130,United States,US-CA-053,California,Monterey,Big Sur coast--Grimes Pt.,36.2055508,-121.7354894,,,Unspecified,,,,,,,,,S163856974,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,1876,2547
615700267,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kathryn Alexander,05-03-2024,2024,3,5,1549,United States,US-OR-039,Oregon,Lane,K.R. Nielsen Rd.,44.0465117,-123.2499504,,,Unspecified,,,,,,,,,S163855271,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,1366,2048
615700060,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kisa Weeman,29-02-2024,2024,2,29,1018,United States,US-OH-169,Ohio,Wayne,Killbuck Marsh Wildlife Area--Willow Rd.,40.7054978,-81.9824696,,,Unspecified,,,,,,,,,S163262287,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,2903,2431
615700061,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kisa Weeman,29-02-2024,2024,2,29,1018,United States,US-OH-169,Ohio,Wayne,Killbuck Marsh Wildlife Area--Willow Rd.,40.7054978,-81.9824696,,,Unspecified,,,,,,,,,S163262287,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,2869,2220
615700031,Photo,Red-tailed Hawk,Buteo jamaicensis,,Lauri Taylor,05-03-2024,2024,3,5,1256,United States,US-UT-051,Utah,Wasatch,Potters Lane & Vicinity,40.5441348,-111.4274597,,,Unspecified,,,,,,,,,S163834010,,,,,,Buteo jamaicensis,rethaw,Species,8312,,4,1,,1844,2391
615700030,Photo,Red-tailed Hawk,Buteo jamaicensis,,Lauri Taylor,05-03-2024,2024,3,5,1256,United States,US-UT-051,Utah,Wasatch,Potters Lane & Vicinity,40.5441348,-111.4274597,,,Unspecified,,,,,,,,,S163834010,,,,,,Buteo jamaicensis,rethaw,Species,8312,,5,1,,2387,2806
615698790,Photo,Red-tailed Hawk (calurus/alascensis),Buteo jamaicensis calurus/alascensis,,Paul Fenwick,05-03-2024,2024,3,5,1706,United States,US-CA-053,California,Monterey,US-CA-Carmel Valley Village-336 El Caminito Rd,36.488478,-121.721213,,,Unspecified,,,,,,,,,S163846513,,,,,,Buteo jamaicensis,wrthaw1,Group,8313,,3,1,,1572,2620
615698704,Photo,Red-tailed Hawk,Buteo jamaicensis,,David Wade,05-03-2024,2024,3,5,1606,United States,US-CO-069,Colorado,Larimer,"Salyer,  McMurry and Magpie Meander Natural Areas",40.6023459,-105.0882947,,,Unspecified,,,,,,,,,S163841281,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,1279,1920
615698636,Photo,Red-tailed Hawk,Buteo jamaicensis,,Petra Clayton,04-03-2024,2024,3,4,1140,United States,US-CA-079,California,San Luis Obispo,Villa Creek Road,35.4836719,-120.9773589,Unknown ? 2,,Unspecified,,,,,,,,,S163757902,,,,,,Buteo jamaicensis,rethaw,Species,8312,,2,1,,2912,5184
615698632,Photo,Red-tailed Hawk,Buteo jamaicensis,,Petra Clayton,04-03-2024,2024,3,4,1140,United States,US-CA-079,California,San Luis Obispo,Villa Creek Road,35.4836719,-120.9773589,Unknown ? 2,,Unspecified,,,,,,,,,S163757902,,,,,,Buteo jamaicensis,rethaw,Species,8312,,2,1,,2912,5184
615698410,Video,Red-tailed Hawk (calurus/alascensis),Buteo jamaicensis calurus/alascensis,,Paul Fenwick,05-03-2024,2024,3,5,1706,United States,US-CA-053,California,Monterey,US-CA-Carmel Valley Village-336 El Caminito Rd,36.488478,-121.721213,Adult ? 1,Mechanical Sound,Not Used,,,,,Canon R5,Internal,100-500mm lens,,S163846513,,,,,,Buteo jamaicensis,wrthaw1,Group,8313,,4,1,,,
615698362,Video,Red-tailed Hawk (calurus/alascensis),Buteo jamaicensis calurus/alascensis,,Paul Fenwick,05-03-2024,2024,3,5,1706,United States,US-CA-053,California,Monterey,US-CA-Carmel Valley Village-336 El Caminito Rd,36.488478,-121.721213,Adult ? 1,Mechanical Sound,Not Used,,,,,Canon R5,Internal,100-500mm lens,,S163846513,,,,,,Buteo jamaicensis,wrthaw1,Group,8313,,3,1,,,
615698284,Photo,Red-tailed Hawk,Buteo jamaicensis,,Matt Yawney,02-03-2024,2024,3,2,812,United States,US-WA-025,Washington,Grant,Sentinel Bluffs,46.7840757,-119.9282813,,,Unspecified,,,,,,,,,S163475580,,,,,,Buteo jamaicensis,rethaw,Species,8312,,4,2,,2623,1785
615698259,Photo,Red-tailed Hawk,Buteo jamaicensis,,Erich N,24-02-2024,2024,2,24,1125,United States,US-UT-035,Utah,Salt Lake,Popperton Park,40.778149,-111.850137,,Flying,Unspecified,,,,,,,,,S162773946,,,,,,Buteo jamaicensis,rethaw,Species,8312,,2,1,,600,800
615698258,Photo,Red-tailed Hawk,Buteo jamaicensis,,Erich N,24-02-2024,2024,2,24,1125,United States,US-UT-035,Utah,Salt Lake,Popperton Park,40.778149,-111.850137,,Flying,Unspecified,,,,,,,,,S162773946,,,,,,Buteo jamaicensis,rethaw,Species,8312,,2,1,,600,800
615697773,Photo,Red-tailed Hawk,Buteo jamaicensis,,Brian Hicks,02-03-2024,2024,3,2,1632,United States,US-MI-125,Michigan,Oakland,Heritage Park (Oakland Co.),42.4769278,-83.3807194,,Flying,Unspecified,,,,,,,,,S163498056,,,,,,Buteo jamaicensis,rethaw,Species,8312,,3,2,,3200,2619
615697774,Photo,Red-tailed Hawk,Buteo jamaicensis,,Brian Hicks,02-03-2024,2024,3,2,1632,United States,US-MI-125,Michigan,Oakland,Heritage Park (Oakland Co.),42.4769278,-83.3807194,,,Unspecified,,,,,,,,,S163498056,,,,,,Buteo jamaicensis,rethaw,Species,8312,,4,2,,3200,2619
615697736,Photo,Red-tailed Hawk,Buteo jamaicensis,,Ken Finger,15-02-2024,2024,2,15,1348,United States,US-TX-181,Texas,Grayson,Hagerman NWR,33.7385706,-96.7527511,,,Unspecified,,,,,,,,,S161592293,,,,,,Buteo jamaicensis,rethaw,Species,8312,,2,1,,2003,2671
615697642,Photo,Red-tailed Hawk,Buteo jamaicensis,,Diana LaSarge and Aaron Skirvin,05-03-2024,2024,3,5,1012,United States,US-OR-059,Oregon,Umatilla,McKay Creek NWR west side road,45.5985988,-118.7969696,,,Unspecified,,,,,,,,,S163850879,,,,,,Buteo jamaicensis,rethaw,Species,8312,,2,1,,1532,2295
615697194,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jack VanDyk,05-03-2024,2024,3,5,1515,Canada,CA-BC-NO,British Columbia,North Okanagan,Buchanan Road.,50.2405551,-119.2192753,,,Unspecified,,,,,,,,,S163851861,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,3456,4608
615697183,Photo,Red-tailed Hawk,Buteo jamaicensis,,Jack VanDyk,05-03-2024,2024,3,5,1515,Canada,CA-BC-NO,British Columbia,North Okanagan,Buchanan Road.,50.2405551,-119.2192753,,,Unspecified,,,,,,,,,S163851861,,,,,,Buteo jamaicensis,rethaw,Species,8312,,0,0,,3456,4608
615690558,Photo,Razorbill,Alca torda,,Jan  Kool,03-03-2024,2024,3,3,1648,United States,US-VA-810,Virginia,Virginia Beach,Virginia Beach Inshore Waters--South (Rudee),36.8359986,-75.8550253,,,Unspecified,,,,,,,,,S163735777,,,,,,Alca torda,razorb,Species,6372,,0,0,,1132,1699
615683977,Photo,Razorbill,Alca torda,,John Manon,25-02-2024,2024,2,25,1015,United States,US-NJ-009,New Jersey,Cape May,Cape May Whale Watch & Research Center Pelagic--25 Feb 2024--D,38.845555,-74.6094,,,Unspecified,,,,,,,,,S163822426,,,,,expected here,Alca torda,razorb,Species,6372,,0,0,,3809,5714
615681943,Photo,Razorbill,Alca torda,,Richard Fleming,05-03-2024,2024,3,5,1400,United States,US-NY-047,New York,Kings,Plumb Beach--West,40.5830444,-73.93058,,,Unspecified,,,,,,,,,S163817105,,,,,"Just off the seawall at Lew Fidler Park in the mouth of Sheepshead Bay. Great views in the brief seconds they spent above water, although I didn't manage any stunningly close photos.",Alca torda,razorb,Species,6372,,0,0,,886,886
615681939,Photo,Razorbill,Alca torda,,Richard Fleming,05-03-2024,2024,3,5,1400,United States,US-NY-047,New York,Kings,Plumb Beach--West,40.5830444,-73.93058,,,Unspecified,,,,,,,,,S163817105,,,,,"Just off the seawall at Lew Fidler Park in the mouth of Sheepshead Bay. Great views in the brief seconds they spent above water, although I didn't manage any stunningly close photos.",Alca torda,razorb,Species,6372,,0,0,,886,886
615681916,Photo,Razorbill,Alca torda,,Richard Fleming,05-03-2024,2024,3,5,1400,United States,US-NY-047,New York,Kings,Plumb Beach--West,40.5830444,-73.93058,,,Unspecified,,,,,,,,,S163817105,,,,,"Just off the seawall at Lew Fidler Park in the mouth of Sheepshead Bay. Great views in the brief seconds they spent above water, although I didn't manage any stunningly close photos.",Alca torda,razorb,Species,6372,,0,0,,886,886
615681914,Photo,Razorbill,Alca torda,,Richard Fleming,05-03-2024,2024,3,5,1400,United States,US-NY-047,New York,Kings,Plumb Beach--West,40.5830444,-73.93058,,,Unspecified,,,,,,,,,S163817105,,,,,"Just off the seawall at Lew Fidler Park in the mouth of Sheepshead Bay. Great views in the brief seconds they spent above water, although I didn't manage any stunningly close photos.",Alca torda,razorb,Species,6372,,0,0,,886,886
615679736,Photo,Razorbill,Alca torda,,Alfonso Rodrigo,02-03-2024,2024,3,2,1043,Spain,ES-GA-LG,Galicia,Lugo,"Xove--Mor†s (Area General) praia, porto, espig¢n e canteira",43.7182464,-7.4723494,,,Unspecified,,,,,,,,,S163407282,,,,,,Alca torda,razorb,Species,6372,,0,0,,1748,2400
615670169,Photo,Razorbill,Alca torda,,Jonathan Irons,03-03-2024,2024,3,3,813,United States,US-VA-131,Virginia,Northampton,"US (36.995, -75.153)",36.9950619,-75.153374,,,Unspecified,,,,,,,,,S163696539,,,,,,Alca torda,razorb,Species,6372,,3,1,,1296,1944
615670148,Photo,Razorbill,Alca torda,,Jonathan Irons,03-03-2024,2024,3,3,1007,United States,US-VA-131,Virginia,Northampton,"US (37.086, -74.798)",37.0855069,-74.7982364,,,Unspecified,,,,,,,,,S163696541,,,,,,Alca torda,razorb,Species,6372,,3,1,,1628,2442
615670092,Photo,Razorbill,Alca torda,,Jonathan Irons,03-03-2024,2024,3,3,1318,United States,US-VA-131,Virginia,Northampton,Virginia Beach pelagic (general location),37.0025527,-74.9542236,,,Unspecified,,,,,,,,,S163696545,,,,,,Alca torda,razorb,Species,6372,,3,1,,1596,2394
615670091,Photo,Razorbill,Alca torda,,Jonathan Irons,03-03-2024,2024,3,3,1318,United States,US-VA-131,Virginia,Northampton,Virginia Beach pelagic (general location),37.0025527,-74.9542236,,,Unspecified,,,,,,,,,S163696545,,,,,,Alca torda,razorb,Species,6372,,3,1,,1359,2038
615669363,Photo,Razorbill,Alca torda,,Mick Mellor,01-08-2017,2017,8,1,0,United Kingdom,GB-SCT-ZET,Scotland,Shetland Islands,Sumburgh Head RSPB Reserve,59.8550783,-1.2741137,,,Unspecified,,,,,,,,,S163778522,,,,,,Alca torda,razorb,Species,6372,,0,0,,2664,4000
615669351,Photo,Razorbill,Alca torda,,Mick Mellor,01-08-2017,2017,8,1,0,United Kingdom,GB-SCT-ZET,Scotland,Shetland Islands,Sumburgh Head RSPB Reserve,59.8550783,-1.2741137,,,Unspecified,,,,,,,,,S163778522,,,,,,Alca torda,razorb,Species,6372,,0,0,,2664,4000
615668774,Photo,Razorbill,Alca torda,,Ann Griffin,30-06-2021,2021,6,30,715,United States,US-ME-029,Maine,Washington,Machias Seal Island,44.5017664,-67.1008222,,,Unspecified,,,,,,,,,S91047769,,,,,,Alca torda,razorb,Species,6372,,0,0,,3648,5472
615668773,Photo,Razorbill,Alca torda,,Ann Griffin,30-06-2021,2021,6,30,715,United States,US-ME-029,Maine,Washington,Machias Seal Island,44.5017664,-67.1008222,,,Unspecified,,,,,,,,,S91047769,,,,,,Alca torda,razorb,Species,6372,,0,0,,1119,896
615667553,Photo,Razorbill,Alca torda,,Michal Bou?ek,14-05-2023,2023,5,14,740,Germany,DE-SH-HEL,Schleswig-Holstein,Helgoland,Helgoland--Oberland,54.1860711,7.8774138,,,Unspecified,,,,,,,,,S163769682,,,,,,Alca torda,razorb,Species,6372,,4,1,,2320,3480
615660825,Photo,Razorbill,Alca torda,,Natalie Cavalieri,25-02-2024,2024,2,25,804,United States,US-VA-131,Virginia,Northampton,CBBT--North Chesapeake Island (#4),37.0465759,-76.0621288,,,Unspecified,,,,,,,,,S163057527,,,,,,Alca torda,razorb,Species,6372,,0,0,,834,1249
615659202,Photo,Razorbill,Alca torda,,Daniel Bailey,03-03-2024,2024,3,3,1318,United States,US-VA-131,Virginia,Northampton,Virginia Beach pelagic (general location),37.0025527,-74.9542236,,,Unspecified,,,,,,,,,S163694053,,,,,,Alca torda,razorb,Species,6372,,0,0,,2240,3360
615659201,Photo,Razorbill,Alca torda,,Daniel Bailey,03-03-2024,2024,3,3,1318,United States,US-VA-131,Virginia,Northampton,Virginia Beach pelagic (general location),37.0025527,-74.9542236,,,Unspecified,,,,,,,,,S163694053,,,,,,Alca torda,razorb,Species,6372,,0,0,,2055,3083
615655034,Photo,Razorbill,Alca torda,,terry moore,04-03-2024,2024,3,4,900,United States,US-VA-650,Virginia,Hampton,Fort Monroe,37.0039407,-76.3073874,,,Unspecified,,,,,,,,,S163751876,,,,,"large diving seabird with black head and neck, white underparts, black feet. Large wedge-shaped bill.",Alca torda,razorb,Species,6372,,0,0,,1479,2192
615655035,Photo,Razorbill,Alca torda,,terry moore,04-03-2024,2024,3,4,900,United States,US-VA-650,Virginia,Hampton,Fort Monroe,37.0039407,-76.3073874,,,Unspecified,,,,,,,,,S163751876,,,,,"large diving seabird with black head and neck, white underparts, black feet. Large wedge-shaped bill.",Alca torda,razorb,Species,6372,,0,0,,1730,2532
615650475,Photo,Razorbill,Alca torda,,Phill and Lis Henry,02-03-2024,2024,3,2,900,United States,US-VA-650,Virginia,Hampton,Outlook Beach,37.0049931,-76.3021834,,,Unspecified,,,,,,,,,S163744065,,,,,,Alca torda,razorb,Species,6372,,0,0,,674,741
615650205,Photo,Razorbill,Alca torda,,Tom†s Blanco S†iz,03-03-2024,2024,3,3,1615,Spain,ES-CB,Cantabria,,"Marismas de Santo§a, Victoria y Joyel PNat--Conserveras",43.446515,-3.462634,,,Unspecified,,,,,,,,,S163743601,,,,,,Alca torda,razorb,Species,6372,,4,1,,3072,4096
615650197,Photo,Razorbill,Alca torda,,Tom†s Blanco S†iz,03-03-2024,2024,3,3,1615,Spain,ES-CB,Cantabria,,"Marismas de Santo§a, Victoria y Joyel PNat--Conserveras",43.446515,-3.462634,,,Unspecified,,,,,,,,,S163743601,,,,,,Alca torda,razorb,Species,6372,,0,0,,3148,4096
615649959,Photo,Razorbill,Alca torda,,Bill Thompson,04-03-2024,2024,3,4,840,United States,US-RI-009,Rhode Island,Washington,Quonochontaug Beach,41.3318058,-71.7322683,,,Unspecified,,,,,,,,,S163721957,,,,,,Alca torda,razorb,Species,6372,,0,0,,1383,2025
615648072,Photo,Razorbill,Alca torda,,Arun Ragsac,03-03-2024,2024,3,3,1130,United States,US-VA-650,Virginia,Hampton,Fort Monroe,37.0039407,-76.3073874,,,Unspecified,,,,,,,,,S163737833,,,,,"Spotted from a distance and got ID later. Offshore Fort Monroe by a few hundred feet, by itself. Not skittish and didn't dive or fly off when the boat passed.",Alca torda,razorb,Species,6372,,0,0,,,
615639565,Photo,Razorbill,Alca torda,,Matt Robertson,04-03-2024,2024,3,4,1208,United States,US-VA-650,Virginia,Hampton,Fort Monroe,37.0039407,-76.3073874,,,Unspecified,,,,,,,,,S163712722,,,,,Continuing off 2nd pier. Pictures,Alca torda,razorb,Species,6372,,3.5,2,,3456,5184
615639544,Photo,Razorbill,Alca torda,,Matt Robertson,04-03-2024,2024,3,4,1208,United States,US-VA-650,Virginia,Hampton,Fort Monroe,37.0039407,-76.3073874,,,Unspecified,,,,,,,,,S163712722,,,,,Continuing off 2nd pier. Pictures,Alca torda,razorb,Species,6372,,4,1,,3456,5184
615632164,Photo,Razorbill,Alca torda,,Aaron Sun,03-03-2024,2024,3,3,1312,United States,US-MA-009,Massachusetts,Essex,Halibut Point SP,42.6910153,-70.6317011,,,Unspecified,,,,,,,,,S163645851,,,,,"On the water N of the point, spotted by Aaron. Dove frequently, but scoped and photo?d a few times!",Alca torda,razorb,Species,6372,,0,0,,721,1082
615632105,Photo,Razorbill,Alca torda,,Aaron Sun,03-03-2024,2024,3,3,826,United States,US-MA-009,Massachusetts,Essex,Atlantic Rd.--Cormorant Rocks,42.5978753,-70.6374312,,,Unspecified,,,,,,,,,S163639234,,,,,Spotted by Aaron just beyond the Black Guillemot.,Alca torda,razorb,Species,6372,,0,0,,683,1024
615622618,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Judith James,,,,,,Thailand,TH-30,Nakhon Ratchasima,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,1584,1188
615604926,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Judith James,,,,,,Thailand,TH-30,Nakhon Ratchasima,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,1484,1113
615137255,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Alain Rouge,,,,,,Thailand,TH-76,Phetchaburi,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,1421,2132
615134869,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Jaap Velden,,,,,,Thailand,TH-76,Phetchaburi,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,5,2,,1736,2602
615134426,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Jaap Velden,,,,,,Thailand,TH-76,Phetchaburi,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,2187,3279
614855493,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Jaap Velden,,,,,,Thailand,TH-76,Phetchaburi,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,5,2,,3082,4620
614855492,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Jaap Velden,,,,,,Thailand,TH-76,Phetchaburi,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,5,2,,1569,2352
614668347,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Sam Hambly,,,,,,Thailand,TH-30,Nakhon Ratchasima,,,,,Adult ? 1,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,1,1,,4000,6000
612072166,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],Hydrornis phayrei -- Eared Pitta,Wich?yanan Limparungpatthanakij,,,,,,Thailand,TH-77,Prachuap Khiri Khan,,,,,,,Not Used,,,,,Huawei Nova 5T,,App: RecForge II,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,1,1,,,
611821333,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Akekachoke Buranaanun,,,,,,Thailand,TH-30,Nakhon Ratchasima,,,,,Adult ? 5,Flying,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,2,1,,4640,6960
611821335,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Akekachoke Buranaanun,,,,,,Thailand,TH-30,Nakhon Ratchasima,,,,,Adult ? 5,Flying,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,4640,6960
611821334,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Akekachoke Buranaanun,,,,,,Thailand,TH-30,Nakhon Ratchasima,,,,,Adult ? 1,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,4640,6960
611616624,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Niall D Perrins,,,,,,Malaysia,MY-12,Sabah,,,,,Adult ? 2,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,2,1,,1125,1688
611391832,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Allen Lyu,,,,,,Thailand,TH-76,Phetchaburi,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,2,1,,1890,3076
611155236,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Daniel Winzeler,,,,,,Thailand,TH-26,Nakhon Nayok,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,5,3,,604,457
611088204,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],Acridotheres tristis -- Common Myna,Wich?yanan Limparungpatthanakij,,,,,,Thailand,TH-76,Phetchaburi,,,,,Adult ? 1,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,3,1,,1365,2048
610873124,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Simon Feys,,,,,,Malaysia,MY-06,Pahang,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,4,1,,1761,2642
610872095,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Simon Feys,,,,,,Malaysia,MY-06,Pahang,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,3,1,,1898,2848
610711023,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Joachim Bertrands,,,,,,Malaysia,MY-12,Sabah,,,,,,,Unspecified,,,,,,,,,,,,,,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,1145,1715
610290433,Photo,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Pierre Howard,02-03-2011,2011,3,2,830,United States,US-FL-086,Florida,Miami-Dade,Bill Baggs Cape Florida SP,25.6733,-80.1582,,,Unspecified,,,,,,,,,S89800844,,,,,Seen feeding in trees in the park.,Gracula religiosa,cohmyn1,Group,27344,,2,1,,1933,1170
609099553,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Dominique Verbelen,,,,,,Thailand,TH-,Thailand,,"Khao Yai NP (general, please use more precise loc.)",14.4382942,101.3721952,,Call,Not Used,,,,AVoCet7813,,,,,,,,,Sound type description: could be song. Confidence in ID: 100%. ID determined by: seen. Other notes: Recorded in Jan 1997.,,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609070732,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Pam Rasmussen,08-05-2009,2009,5,8,0,India,IN-AS-SO,Assam,Sonitpur,Nameri Eco Camp,26.9240955,92.8277953,,Song,Unspecified,,,,AVoCet9143,,,,,S150731485,,,,"Recording time: 05:28. Elevation (m): 96. Habitat: heavily wooded compound. Weather: overcast but fairly bright, 70F, still. Sound type description: could include calls. Confidence in ID: 100%. ID determined by: seen well singing. Group size: pair. Description of behavior: moving around from tree to tree.",,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
609070731,Audio,Common Hill Myna (Common),Gracula religiosa [religiosa Group],,Pam Rasmussen,08-05-2009,2009,5,8,0,India,IN-AS-SO,Assam,Sonitpur,Nameri Eco Camp,26.9240955,92.8277953,,Song,Unspecified,,,,AVoCet9142,,,,,S150731485,,,,"Recording time: 05:11. Elevation (m): 96. Habitat: heavily wooded compound. Weather: overcast but fairly bright, 70F, still. Sound type description: could include calls. Confidence in ID: 100%. ID determined by: seen well singing.",,Gracula religiosa,cohmyn1,Group,27344,,0,0,,,
